,A,Z,0,Schůze,Č. hl.,Klub,Total,M,N
29417,6.0,0.0,0.0,30,307,TOP09,7,1.0,0.0
29418,3.0,1.0,0.0,30,307,STAN,6,2.0,0.0
29419,3.0,1.0,0.0,30,307,Nezařaz,5,1.0,0.0
29420,0.0,3.0,1.0,30,308,ANO,78,8.0,66.0
29421,21.0,0.0,1.0,30,308,ODS,23,1.0,0.0
29422,22.0,0.0,0.0,30,308,Piráti,22,0.0,0.0
29423,17.0,0.0,0.0,30,308,SPD,19,2.0,0.0
29424,0.0,4.0,2.0,30,308,ČSSD,15,2.0,7.0
29425,0.0,1.0,0.0,30,308,KSČM,15,2.0,12.0
29426,9.0,0.0,0.0,30,308,KDU-ČSL,10,1.0,0.0
29427,5.0,1.0,0.0,30,308,TOP09,7,1.0,0.0
29428,4.0,0.0,0.0,30,308,STAN,6,2.0,0.0
29429,3.0,1.0,0.0,30,308,Nezařaz,5,1.0,0.0
29430,0.0,6.0,0.0,30,309,ANO,78,8.0,64.0
29431,21.0,0.0,1.0,30,309,ODS,23,1.0,0.0
29432,21.0,1.0,0.0,30,309,Piráti,22,0.0,0.0
29433,17.0,0.0,0.0,30,309,SPD,19,2.0,0.0
29434,0.0,2.0,2.0,30,309,ČSSD,15,2.0,9.0
29435,0.0,2.0,0.0,30,309,KSČM,15,2.0,11.0
29436,9.0,0.0,0.0,30,309,KDU-ČSL,10,1.0,0.0
29437,6.0,0.0,0.0,30,309,TOP09,7,1.0,0.0
29438,4.0,0.0,0.0,30,309,STAN,6,2.0,0.0
29439,3.0,1.0,0.0,30,309,Nezařaz,5,1.0,0.0
29440,0.0,4.0,0.0,30,310,ANO,78,8.0,66.0
29441,21.0,0.0,1.0,30,310,ODS,23,1.0,0.0
29442,22.0,0.0,0.0,30,310,Piráti,22,0.0,0.0
29443,17.0,0.0,0.0,30,310,SPD,19,2.0,0.0
29444,0.0,3.0,2.0,30,310,ČSSD,15,2.0,8.0
29445,0.0,1.0,0.0,30,310,KSČM,15,2.0,12.0
29446,8.0,1.0,0.0,30,310,KDU-ČSL,10,1.0,0.0
29447,6.0,0.0,0.0,30,310,TOP09,7,1.0,0.0
29448,4.0,0.0,0.0,30,310,STAN,6,2.0,0.0
29449,3.0,1.0,0.0,30,310,Nezařaz,5,1.0,0.0
29450,0.0,3.0,0.0,30,311,ANO,78,8.0,67.0
29451,21.0,0.0,1.0,30,311,ODS,23,1.0,0.0
29452,22.0,0.0,0.0,30,311,Piráti,22,0.0,0.0
29453,17.0,0.0,0.0,30,311,SPD,19,2.0,0.0
29454,0.0,2.0,2.0,30,311,ČSSD,15,2.0,9.0
29455,0.0,1.0,0.0,30,311,KSČM,15,2.0,12.0
29456,9.0,0.0,0.0,30,311,KDU-ČSL,10,1.0,0.0
29457,6.0,0.0,0.0,30,311,TOP09,7,1.0,0.0
29458,4.0,0.0,0.0,30,311,STAN,6,2.0,0.0
29459,3.0,1.0,0.0,30,311,Nezařaz,5,1.0,0.0
29460,0.0,2.0,0.0,30,312,ANO,78,8.0,68.0
29461,21.0,0.0,1.0,30,312,ODS,23,1.0,0.0
29462,22.0,0.0,0.0,30,312,Piráti,22,0.0,0.0
29463,17.0,0.0,0.0,30,312,SPD,19,2.0,0.0
29464,0.0,2.0,2.0,30,312,ČSSD,15,2.0,9.0
29465,0.0,2.0,0.0,30,312,KSČM,15,2.0,11.0
29466,9.0,0.0,0.0,30,312,KDU-ČSL,10,1.0,0.0
29467,6.0,0.0,0.0,30,312,TOP09,7,1.0,0.0
29468,4.0,0.0,0.0,30,312,STAN,6,2.0,0.0
29469,3.0,1.0,0.0,30,312,Nezařaz,5,1.0,0.0
29470,0.0,2.0,0.0,30,313,ANO,78,8.0,68.0
29471,21.0,0.0,1.0,30,313,ODS,23,1.0,0.0
29472,20.0,2.0,0.0,30,313,Piráti,22,0.0,0.0
29473,16.0,1.0,0.0,30,313,SPD,19,2.0,0.0
29474,0.0,3.0,2.0,30,313,ČSSD,15,2.0,8.0
29475,0.0,2.0,0.0,30,313,KSČM,15,2.0,11.0
29476,9.0,0.0,0.0,30,313,KDU-ČSL,10,1.0,0.0
29477,5.0,1.0,0.0,30,313,TOP09,7,1.0,0.0
29478,4.0,0.0,0.0,30,313,STAN,6,2.0,0.0
29479,4.0,0.0,0.0,30,313,Nezařaz,5,1.0,0.0
29480,0.0,9.0,0.0,30,314,ANO,78,8.0,61.0
29481,21.0,0.0,1.0,30,314,ODS,23,1.0,0.0
29482,22.0,0.0,0.0,30,314,Piráti,22,0.0,0.0
29483,17.0,0.0,0.0,30,314,SPD,19,2.0,0.0
29484,0.0,3.0,1.0,30,314,ČSSD,15,2.0,9.0
29485,0.0,2.0,0.0,30,314,KSČM,15,2.0,11.0
29486,9.0,0.0,0.0,30,314,KDU-ČSL,10,1.0,0.0
29487,6.0,0.0,0.0,30,314,TOP09,7,1.0,0.0
29488,4.0,0.0,0.0,30,314,STAN,6,2.0,0.0
29489,3.0,1.0,0.0,30,314,Nezařaz,5,1.0,0.0
29490,0.0,5.0,0.0,30,315,ANO,78,8.0,65.0
29491,21.0,0.0,1.0,30,315,ODS,23,1.0,0.0
29492,22.0,0.0,0.0,30,315,Piráti,22,0.0,0.0
29493,17.0,0.0,0.0,30,315,SPD,19,2.0,0.0
29494,0.0,3.0,1.0,30,315,ČSSD,15,2.0,9.0
29495,0.0,1.0,0.0,30,315,KSČM,15,2.0,12.0
29496,9.0,0.0,0.0,30,315,KDU-ČSL,10,1.0,0.0
29497,6.0,0.0,0.0,30,315,TOP09,7,1.0,0.0
29498,4.0,0.0,0.0,30,315,STAN,6,2.0,0.0
29499,3.0,1.0,0.0,30,315,Nezařaz,5,1.0,0.0
29500,0.0,5.0,0.0,30,316,ANO,78,8.0,65.0
29501,20.0,1.0,1.0,30,316,ODS,23,1.0,0.0
29502,21.0,1.0,0.0,30,316,Piráti,22,0.0,0.0
29503,17.0,0.0,0.0,30,316,SPD,19,2.0,0.0
29504,0.0,3.0,1.0,30,316,ČSSD,15,2.0,9.0
29505,0.0,2.0,0.0,30,316,KSČM,15,2.0,11.0
29506,9.0,0.0,0.0,30,316,KDU-ČSL,10,1.0,0.0
29507,6.0,0.0,0.0,30,316,TOP09,7,1.0,0.0
29508,4.0,0.0,0.0,30,316,STAN,6,2.0,0.0
29509,3.0,1.0,0.0,30,316,Nezařaz,5,1.0,0.0
29510,0.0,4.0,0.0,30,317,ANO,78,8.0,66.0
29511,19.0,2.0,1.0,30,317,ODS,23,1.0,0.0
29512,21.0,1.0,0.0,30,317,Piráti,22,0.0,0.0
29513,16.0,1.0,0.0,30,317,SPD,19,2.0,0.0
29514,0.0,4.0,1.0,30,317,ČSSD,15,2.0,8.0
29515,0.0,3.0,0.0,30,317,KSČM,15,2.0,10.0
29516,9.0,0.0,0.0,30,317,KDU-ČSL,10,1.0,0.0
29517,6.0,0.0,0.0,30,317,TOP09,7,1.0,0.0
29518,4.0,0.0,0.0,30,317,STAN,6,2.0,0.0
29519,3.0,1.0,0.0,30,317,Nezařaz,5,1.0,0.0
29520,0.0,4.0,0.0,30,318,ANO,78,8.0,66.0
29521,21.0,0.0,1.0,30,318,ODS,23,1.0,0.0
29522,21.0,1.0,0.0,30,318,Piráti,22,0.0,0.0
29523,17.0,0.0,0.0,30,318,SPD,19,2.0,0.0
29524,0.0,2.0,1.0,30,318,ČSSD,15,2.0,10.0
29525,0.0,1.0,0.0,30,318,KSČM,15,2.0,12.0
29526,9.0,0.0,0.0,30,318,KDU-ČSL,10,1.0,0.0
29527,6.0,0.0,0.0,30,318,TOP09,7,1.0,0.0
29528,4.0,0.0,0.0,30,318,STAN,6,2.0,0.0
29529,4.0,0.0,0.0,30,318,Nezařaz,5,1.0,0.0
29530,0.0,5.0,0.0,30,319,ANO,78,8.0,65.0
29531,21.0,0.0,1.0,30,319,ODS,23,1.0,0.0
29532,22.0,0.0,0.0,30,319,Piráti,22,0.0,0.0
29533,17.0,0.0,0.0,30,319,SPD,19,2.0,0.0
29534,0.0,3.0,1.0,30,319,ČSSD,15,2.0,9.0
29535,0.0,2.0,0.0,30,319,KSČM,15,2.0,11.0
29536,9.0,0.0,0.0,30,319,KDU-ČSL,10,1.0,0.0
29537,6.0,0.0,0.0,30,319,TOP09,7,1.0,0.0
29538,4.0,0.0,0.0,30,319,STAN,6,2.0,0.0
29539,3.0,1.0,0.0,30,319,Nezařaz,5,1.0,0.0
29540,0.0,7.0,0.0,30,320,ANO,78,8.0,63.0
29541,21.0,0.0,1.0,30,320,ODS,23,1.0,0.0
29542,22.0,0.0,0.0,30,320,Piráti,22,0.0,0.0
29543,16.0,1.0,0.0,30,320,SPD,19,2.0,0.0
29544,0.0,3.0,1.0,30,320,ČSSD,15,2.0,9.0
29545,0.0,2.0,0.0,30,320,KSČM,15,2.0,11.0
29546,9.0,0.0,0.0,30,320,KDU-ČSL,10,1.0,0.0
29547,6.0,0.0,0.0,30,320,TOP09,7,1.0,0.0
29548,4.0,0.0,0.0,30,320,STAN,6,2.0,0.0
29549,3.0,1.0,0.0,30,320,Nezařaz,5,1.0,0.0
29550,0.0,5.0,0.0,30,321,ANO,78,8.0,65.0
29551,21.0,0.0,1.0,30,321,ODS,23,1.0,0.0
29552,22.0,0.0,0.0,30,321,Piráti,22,0.0,0.0
29553,15.0,2.0,0.0,30,321,SPD,19,2.0,0.0
29554,0.0,4.0,1.0,30,321,ČSSD,15,2.0,8.0
29555,0.0,4.0,0.0,30,321,KSČM,15,2.0,9.0
29556,9.0,0.0,0.0,30,321,KDU-ČSL,10,1.0,0.0
29557,5.0,1.0,0.0,30,321,TOP09,7,1.0,0.0
29558,4.0,0.0,0.0,30,321,STAN,6,2.0,0.0
29559,4.0,0.0,0.0,30,321,Nezařaz,5,1.0,0.0
29560,0.0,7.0,0.0,30,322,ANO,78,8.0,63.0
29561,20.0,1.0,1.0,30,322,ODS,23,1.0,0.0
29562,22.0,0.0,0.0,30,322,Piráti,22,0.0,0.0
29563,17.0,0.0,0.0,30,322,SPD,19,2.0,0.0
29564,0.0,4.0,1.0,30,322,ČSSD,15,2.0,8.0
29565,0.0,3.0,0.0,30,322,KSČM,15,2.0,10.0
29566,9.0,0.0,0.0,30,322,KDU-ČSL,10,1.0,0.0
29567,6.0,0.0,0.0,30,322,TOP09,7,1.0,0.0
29568,3.0,1.0,0.0,30,322,STAN,6,2.0,0.0
29569,3.0,1.0,0.0,30,322,Nezařaz,5,1.0,0.0
29570,0.0,5.0,0.0,30,323,ANO,78,8.0,65.0
29571,20.0,1.0,1.0,30,323,ODS,23,1.0,0.0
29572,22.0,0.0,0.0,30,323,Piráti,22,0.0,0.0
29573,17.0,0.0,0.0,30,323,SPD,19,2.0,0.0
29574,0.0,4.0,1.0,30,323,ČSSD,15,2.0,8.0
29575,0.0,4.0,0.0,30,323,KSČM,15,2.0,9.0
29576,9.0,0.0,0.0,30,323,KDU-ČSL,10,1.0,0.0
29577,5.0,1.0,0.0,30,323,TOP09,7,1.0,0.0
29578,4.0,0.0,0.0,30,323,STAN,6,2.0,0.0
29579,3.0,1.0,0.0,30,323,Nezařaz,5,1.0,0.0
29580,0.0,4.0,0.0,30,324,ANO,78,8.0,66.0
29581,21.0,1.0,0.0,30,324,ODS,23,1.0,0.0
29582,21.0,1.0,0.0,30,324,Piráti,22,0.0,0.0
29583,17.0,0.0,0.0,30,324,SPD,19,2.0,0.0
29584,0.0,3.0,1.0,30,324,ČSSD,15,2.0,9.0
29585,0.0,2.0,0.0,30,324,KSČM,15,2.0,11.0
29586,9.0,0.0,0.0,30,324,KDU-ČSL,10,1.0,0.0
29587,3.0,3.0,0.0,30,324,TOP09,7,1.0,0.0
29588,4.0,0.0,0.0,30,324,STAN,6,2.0,0.0
29589,4.0,0.0,0.0,30,324,Nezařaz,5,1.0,0.0
29590,0.0,8.0,0.0,30,325,ANO,78,8.0,62.0
29591,21.0,1.0,0.0,30,325,ODS,23,1.0,0.0
29592,21.0,0.0,0.0,30,325,Piráti,22,0.0,1.0
29593,17.0,0.0,0.0,30,325,SPD,19,2.0,0.0
29594,0.0,4.0,0.0,30,325,ČSSD,15,2.0,9.0
29595,0.0,3.0,0.0,30,325,KSČM,15,2.0,10.0
29596,9.0,0.0,0.0,30,325,KDU-ČSL,10,1.0,0.0
29597,5.0,1.0,0.0,30,325,TOP09,7,1.0,0.0
29598,4.0,0.0,0.0,30,325,STAN,6,2.0,0.0
29599,4.0,0.0,0.0,30,325,Nezařaz,5,1.0,0.0
29600,0.0,10.0,0.0,30,326,ANO,78,8.0,60.0
29601,21.0,1.0,0.0,30,326,ODS,23,1.0,0.0
29602,22.0,0.0,0.0,30,326,Piráti,22,0.0,0.0
29603,17.0,0.0,0.0,30,326,SPD,19,2.0,0.0
29604,0.0,4.0,0.0,30,326,ČSSD,15,2.0,9.0
29605,0.0,2.0,0.0,30,326,KSČM,15,2.0,11.0
29606,9.0,0.0,0.0,30,326,KDU-ČSL,10,1.0,0.0
29607,4.0,2.0,0.0,30,326,TOP09,7,1.0,0.0
29608,4.0,0.0,0.0,30,326,STAN,6,2.0,0.0
29609,4.0,0.0,0.0,30,326,Nezařaz,5,1.0,0.0
29610,0.0,5.0,0.0,30,327,ANO,78,8.0,65.0
29611,21.0,1.0,0.0,30,327,ODS,23,1.0,0.0
29612,20.0,2.0,0.0,30,327,Piráti,22,0.0,0.0
29613,17.0,0.0,0.0,30,327,SPD,19,2.0,0.0
29614,0.0,4.0,0.0,30,327,ČSSD,15,2.0,9.0
29615,0.0,3.0,0.0,30,327,KSČM,15,2.0,10.0
29616,9.0,0.0,0.0,30,327,KDU-ČSL,10,1.0,0.0
29617,5.0,1.0,0.0,30,327,TOP09,7,1.0,0.0
29618,4.0,0.0,0.0,30,327,STAN,6,2.0,0.0
29619,4.0,0.0,0.0,30,327,Nezařaz,5,1.0,0.0
29620,0.0,5.0,0.0,30,328,ANO,78,8.0,65.0
29621,21.0,1.0,0.0,30,328,ODS,23,1.0,0.0
29622,21.0,1.0,0.0,30,328,Piráti,22,0.0,0.0
29623,17.0,0.0,0.0,30,328,SPD,19,2.0,0.0
29624,0.0,3.0,0.0,30,328,ČSSD,15,2.0,10.0
29625,0.0,1.0,0.0,30,328,KSČM,15,2.0,12.0
29626,9.0,0.0,0.0,30,328,KDU-ČSL,10,1.0,0.0
29627,5.0,1.0,0.0,30,328,TOP09,7,1.0,0.0
29628,4.0,0.0,0.0,30,328,STAN,6,2.0,0.0
29629,4.0,0.0,0.0,30,328,Nezařaz,5,1.0,0.0
29630,0.0,9.0,0.0,30,329,ANO,78,8.0,61.0
29631,21.0,1.0,0.0,30,329,ODS,23,1.0,0.0
29632,21.0,1.0,0.0,30,329,Piráti,22,0.0,0.0
29633,17.0,0.0,0.0,30,329,SPD,19,2.0,0.0
29634,0.0,6.0,0.0,30,329,ČSSD,15,2.0,7.0
29635,0.0,2.0,0.0,30,329,KSČM,15,2.0,11.0
29636,9.0,0.0,0.0,30,329,KDU-ČSL,10,1.0,0.0
29637,4.0,2.0,0.0,30,329,TOP09,7,1.0,0.0
29638,4.0,0.0,0.0,30,329,STAN,6,2.0,0.0
29639,4.0,0.0,0.0,30,329,Nezařaz,5,1.0,0.0
29640,0.0,6.0,0.0,30,330,ANO,78,8.0,64.0
29641,21.0,1.0,0.0,30,330,ODS,23,1.0,0.0
29642,21.0,1.0,0.0,30,330,Piráti,22,0.0,0.0
29643,17.0,0.0,0.0,30,330,SPD,19,2.0,0.0
29644,0.0,5.0,0.0,30,330,ČSSD,15,2.0,8.0
29645,0.0,4.0,0.0,30,330,KSČM,15,2.0,9.0
29646,9.0,0.0,0.0,30,330,KDU-ČSL,10,1.0,0.0
29647,5.0,1.0,0.0,30,330,TOP09,7,1.0,0.0
29648,4.0,0.0,0.0,30,330,STAN,6,2.0,0.0
29649,4.0,0.0,0.0,30,330,Nezařaz,5,1.0,0.0
29650,0.0,6.0,0.0,30,331,ANO,78,8.0,64.0
29651,21.0,1.0,0.0,30,331,ODS,23,1.0,0.0
29652,21.0,1.0,0.0,30,331,Piráti,22,0.0,0.0
29653,17.0,0.0,0.0,30,331,SPD,19,2.0,0.0
29654,0.0,3.0,0.0,30,331,ČSSD,15,2.0,10.0
29655,0.0,2.0,0.0,30,331,KSČM,15,2.0,11.0
29656,9.0,0.0,0.0,30,331,KDU-ČSL,10,1.0,0.0
29657,5.0,1.0,0.0,30,331,TOP09,7,1.0,0.0
29658,4.0,0.0,0.0,30,331,STAN,6,2.0,0.0
29659,4.0,0.0,0.0,30,331,Nezařaz,5,1.0,0.0
29660,0.0,7.0,0.0,30,332,ANO,78,8.0,63.0
29661,21.0,1.0,0.0,30,332,ODS,23,1.0,0.0
29662,22.0,0.0,0.0,30,332,Piráti,22,0.0,0.0
29663,17.0,0.0,0.0,30,332,SPD,19,2.0,0.0
29664,0.0,4.0,0.0,30,332,ČSSD,15,2.0,9.0
29665,0.0,2.0,0.0,30,332,KSČM,15,2.0,11.0
29666,9.0,0.0,0.0,30,332,KDU-ČSL,10,1.0,0.0
29667,5.0,1.0,0.0,30,332,TOP09,7,1.0,0.0
29668,4.0,0.0,0.0,30,332,STAN,6,2.0,0.0
29669,4.0,0.0,0.0,30,332,Nezařaz,5,1.0,0.0
29670,0.0,9.0,0.0,30,333,ANO,78,8.0,61.0
29671,21.0,1.0,0.0,30,333,ODS,23,1.0,0.0
29672,22.0,0.0,0.0,30,333,Piráti,22,0.0,0.0
29673,17.0,0.0,0.0,30,333,SPD,19,2.0,0.0
29674,0.0,5.0,0.0,30,333,ČSSD,15,2.0,8.0
29675,0.0,2.0,0.0,30,333,KSČM,15,2.0,11.0
29676,9.0,0.0,0.0,30,333,KDU-ČSL,10,1.0,0.0
29677,4.0,2.0,0.0,30,333,TOP09,7,1.0,0.0
29678,4.0,0.0,0.0,30,333,STAN,6,2.0,0.0
29679,4.0,0.0,0.0,30,333,Nezařaz,5,1.0,0.0
29680,0.0,5.0,0.0,30,334,ANO,78,8.0,65.0
29681,21.0,1.0,0.0,30,334,ODS,23,1.0,0.0
29682,22.0,0.0,0.0,30,334,Piráti,22,0.0,0.0
29683,15.0,2.0,0.0,30,334,SPD,19,2.0,0.0
29684,0.0,4.0,0.0,30,334,ČSSD,15,2.0,9.0
29685,0.0,2.0,0.0,30,334,KSČM,15,2.0,11.0
29686,9.0,0.0,0.0,30,334,KDU-ČSL,10,1.0,0.0
29687,5.0,1.0,0.0,30,334,TOP09,7,1.0,0.0
29688,4.0,0.0,0.0,30,334,STAN,6,2.0,0.0
29689,4.0,0.0,0.0,30,334,Nezařaz,5,1.0,0.0
29690,0.0,6.0,0.0,30,335,ANO,78,8.0,64.0
29691,21.0,1.0,0.0,30,335,ODS,23,1.0,0.0
29692,22.0,0.0,0.0,30,335,Piráti,22,0.0,0.0
29693,17.0,0.0,0.0,30,335,SPD,19,2.0,0.0
29694,0.0,2.0,0.0,30,335,ČSSD,15,2.0,11.0
29695,0.0,4.0,0.0,30,335,KSČM,15,2.0,9.0
29696,9.0,0.0,0.0,30,335,KDU-ČSL,10,1.0,0.0
29697,5.0,1.0,0.0,30,335,TOP09,7,1.0,0.0
29698,4.0,0.0,0.0,30,335,STAN,6,2.0,0.0
29699,4.0,0.0,0.0,30,335,Nezařaz,5,1.0,0.0
29700,0.0,8.0,0.0,30,336,ANO,78,8.0,62.0
29701,20.0,2.0,0.0,30,336,ODS,23,1.0,0.0
29702,22.0,0.0,0.0,30,336,Piráti,22,0.0,0.0
29703,17.0,0.0,0.0,30,336,SPD,19,2.0,0.0
29704,0.0,2.0,0.0,30,336,ČSSD,15,2.0,11.0
29705,0.0,2.0,0.0,30,336,KSČM,15,2.0,11.0
29706,9.0,0.0,0.0,30,336,KDU-ČSL,10,1.0,0.0
29707,5.0,1.0,0.0,30,336,TOP09,7,1.0,0.0
29708,4.0,0.0,0.0,30,336,STAN,6,2.0,0.0
29709,4.0,0.0,0.0,30,336,Nezařaz,5,1.0,0.0
29710,0.0,4.0,0.0,30,337,ANO,78,8.0,66.0
29711,22.0,0.0,0.0,30,337,ODS,23,1.0,0.0
29712,22.0,0.0,0.0,30,337,Piráti,22,0.0,0.0
29713,17.0,0.0,0.0,30,337,SPD,19,2.0,0.0
29714,0.0,2.0,0.0,30,337,ČSSD,15,2.0,11.0
29715,0.0,1.0,0.0,30,337,KSČM,15,2.0,12.0
29716,9.0,0.0,0.0,30,337,KDU-ČSL,10,1.0,0.0
29717,5.0,1.0,0.0,30,337,TOP09,7,1.0,0.0
29718,4.0,0.0,0.0,30,337,STAN,6,2.0,0.0
29719,3.0,1.0,0.0,30,337,Nezařaz,5,1.0,0.0
29720,0.0,6.0,0.0,30,338,ANO,78,8.0,64.0
29721,22.0,0.0,0.0,30,338,ODS,23,1.0,0.0
29722,22.0,0.0,0.0,30,338,Piráti,22,0.0,0.0
29723,16.0,1.0,0.0,30,338,SPD,19,2.0,0.0
29724,0.0,3.0,0.0,30,338,ČSSD,15,2.0,10.0
29725,0.0,3.0,0.0,30,338,KSČM,15,2.0,10.0
29726,8.0,1.0,0.0,30,338,KDU-ČSL,10,1.0,0.0
29727,5.0,1.0,0.0,30,338,TOP09,7,1.0,0.0
29728,4.0,0.0,0.0,30,338,STAN,6,2.0,0.0
29729,3.0,1.0,0.0,30,338,Nezařaz,5,1.0,0.0
29730,0.0,6.0,0.0,30,339,ANO,78,8.0,64.0
29731,21.0,1.0,0.0,30,339,ODS,23,1.0,0.0
29732,22.0,0.0,0.0,30,339,Piráti,22,0.0,0.0
29733,16.0,1.0,0.0,30,339,SPD,19,2.0,0.0
29734,0.0,4.0,0.0,30,339,ČSSD,15,2.0,9.0
29735,0.0,3.0,0.0,30,339,KSČM,15,2.0,10.0
29736,9.0,0.0,0.0,30,339,KDU-ČSL,10,1.0,0.0
29737,5.0,1.0,0.0,30,339,TOP09,7,1.0,0.0
29738,4.0,0.0,0.0,30,339,STAN,6,2.0,0.0
29739,3.0,1.0,0.0,30,339,Nezařaz,5,1.0,0.0
29740,0.0,9.0,0.0,30,340,ANO,78,8.0,61.0
29741,21.0,1.0,0.0,30,340,ODS,23,1.0,0.0
29742,22.0,0.0,0.0,30,340,Piráti,22,0.0,0.0
29743,16.0,1.0,0.0,30,340,SPD,19,2.0,0.0
29744,0.0,4.0,0.0,30,340,ČSSD,15,2.0,9.0
29745,0.0,1.0,0.0,30,340,KSČM,15,2.0,12.0
29746,9.0,0.0,0.0,30,340,KDU-ČSL,10,1.0,0.0
29747,5.0,1.0,0.0,30,340,TOP09,7,1.0,0.0
29748,2.0,2.0,0.0,30,340,STAN,6,2.0,0.0
29749,4.0,0.0,0.0,30,340,Nezařaz,5,1.0,0.0
29750,0.0,7.0,0.0,30,341,ANO,78,8.0,63.0
29751,21.0,1.0,0.0,30,341,ODS,23,1.0,0.0
29752,22.0,0.0,0.0,30,341,Piráti,22,0.0,0.0
29753,14.0,3.0,0.0,30,341,SPD,19,2.0,0.0
29754,0.0,4.0,0.0,30,341,ČSSD,15,2.0,9.0
29755,0.0,1.0,0.0,30,341,KSČM,15,2.0,12.0
29756,9.0,0.0,0.0,30,341,KDU-ČSL,10,1.0,0.0
29757,5.0,1.0,0.0,30,341,TOP09,7,1.0,0.0
29758,4.0,0.0,0.0,30,341,STAN,6,2.0,0.0
29759,4.0,0.0,0.0,30,341,Nezařaz,5,1.0,0.0
29760,0.0,5.0,0.0,30,342,ANO,78,8.0,65.0
29761,21.0,1.0,0.0,30,342,ODS,23,1.0,0.0
29762,21.0,1.0,0.0,30,342,Piráti,22,0.0,0.0
29763,17.0,0.0,0.0,30,342,SPD,19,2.0,0.0
29764,0.0,4.0,0.0,30,342,ČSSD,15,2.0,9.0
29765,0.0,1.0,0.0,30,342,KSČM,15,2.0,12.0
29766,9.0,0.0,0.0,30,342,KDU-ČSL,10,1.0,0.0
29767,5.0,1.0,0.0,30,342,TOP09,7,1.0,0.0
29768,4.0,0.0,0.0,30,342,STAN,6,2.0,0.0
29769,3.0,1.0,0.0,30,342,Nezařaz,5,1.0,0.0
29770,0.0,5.0,0.0,30,343,ANO,78,8.0,65.0
29771,20.0,2.0,0.0,30,343,ODS,23,1.0,0.0
29772,22.0,0.0,0.0,30,343,Piráti,22,0.0,0.0
29773,17.0,0.0,0.0,30,343,SPD,19,2.0,0.0
29774,0.0,3.0,0.0,30,343,ČSSD,15,2.0,10.0
29775,0.0,1.0,0.0,30,343,KSČM,15,2.0,12.0
29776,9.0,0.0,0.0,30,343,KDU-ČSL,10,1.0,0.0
29777,5.0,1.0,0.0,30,343,TOP09,7,1.0,0.0
29778,4.0,0.0,0.0,30,343,STAN,6,2.0,0.0
29779,4.0,0.0,0.0,30,343,Nezařaz,5,1.0,0.0
29780,0.0,8.0,0.0,30,344,ANO,78,8.0,62.0
29781,20.0,2.0,0.0,30,344,ODS,23,1.0,0.0
29782,22.0,0.0,0.0,30,344,Piráti,22,0.0,0.0
29783,15.0,2.0,0.0,30,344,SPD,19,2.0,0.0
29784,0.0,3.0,0.0,30,344,ČSSD,15,2.0,10.0
29785,0.0,3.0,0.0,30,344,KSČM,15,2.0,10.0
29786,9.0,0.0,0.0,30,344,KDU-ČSL,10,1.0,0.0
29787,5.0,1.0,0.0,30,344,TOP09,7,1.0,0.0
29788,3.0,1.0,0.0,30,344,STAN,6,2.0,0.0
29789,3.0,1.0,0.0,30,344,Nezařaz,5,1.0,0.0
29790,0.0,5.0,0.0,30,345,ANO,78,8.0,65.0
29791,21.0,1.0,0.0,30,345,ODS,23,1.0,0.0
29792,22.0,0.0,0.0,30,345,Piráti,22,0.0,0.0
29793,17.0,0.0,0.0,30,345,SPD,19,2.0,0.0
29794,0.0,3.0,0.0,30,345,ČSSD,15,2.0,10.0
29795,0.0,1.0,0.0,30,345,KSČM,15,2.0,12.0
29796,9.0,0.0,0.0,30,345,KDU-ČSL,10,1.0,0.0
29797,5.0,1.0,0.0,30,345,TOP09,7,1.0,0.0
29798,4.0,0.0,0.0,30,345,STAN,6,2.0,0.0
29799,3.0,1.0,0.0,30,345,Nezařaz,5,1.0,0.0
29800,0.0,5.0,0.0,30,346,ANO,78,8.0,65.0
29801,22.0,0.0,0.0,30,346,ODS,23,1.0,0.0
29802,22.0,0.0,0.0,30,346,Piráti,22,0.0,0.0
29803,17.0,0.0,0.0,30,346,SPD,19,2.0,0.0
29804,0.0,4.0,0.0,30,346,ČSSD,15,2.0,9.0
29805,0.0,1.0,0.0,30,346,KSČM,15,2.0,12.0
29806,9.0,0.0,0.0,30,346,KDU-ČSL,10,1.0,0.0
29807,4.0,2.0,0.0,30,346,TOP09,7,1.0,0.0
29808,4.0,0.0,0.0,30,346,STAN,6,2.0,0.0
29809,3.0,1.0,0.0,30,346,Nezařaz,5,1.0,0.0
29810,0.0,8.0,0.0,30,347,ANO,78,8.0,62.0
29811,22.0,0.0,0.0,30,347,ODS,23,1.0,0.0
29812,21.0,1.0,0.0,30,347,Piráti,22,0.0,0.0
29813,17.0,0.0,0.0,30,347,SPD,19,2.0,0.0
29814,0.0,3.0,0.0,30,347,ČSSD,15,2.0,10.0
29815,0.0,2.0,0.0,30,347,KSČM,15,2.0,11.0
29816,9.0,0.0,0.0,30,347,KDU-ČSL,10,1.0,0.0
29817,5.0,1.0,0.0,30,347,TOP09,7,1.0,0.0
29818,4.0,0.0,0.0,30,347,STAN,6,2.0,0.0
29819,3.0,1.0,0.0,30,347,Nezařaz,5,1.0,0.0
29820,0.0,5.0,0.0,30,348,ANO,78,8.0,65.0
29821,22.0,0.0,0.0,30,348,ODS,23,1.0,0.0
29822,22.0,0.0,0.0,30,348,Piráti,22,0.0,0.0
29823,17.0,0.0,0.0,30,348,SPD,19,2.0,0.0
