,A,Z,0,Schůze,Č. hl.,Klub,Total,M,N
22501,7.0,0.0,15.0,27,119,ODS,25,3.0,0.0
22502,15.0,0.0,4.0,27,119,Piráti,22,3.0,0.0
22503,7.0,1.0,9.0,27,119,SPD,22,5.0,0.0
22504,0.0,0.0,5.0,27,119,ČSSD,15,7.0,3.0
22505,1.0,0.0,3.0,27,119,KSČM,15,5.0,6.0
22506,2.0,0.0,4.0,27,119,KDU-ČSL,10,4.0,0.0
22508,4.0,0.0,1.0,27,119,STAN,6,1.0,0.0
22510,48.0,3.0,6.0,27,120,ANO,78,21.0,0.0
22511,12.0,4.0,6.0,27,120,ODS,25,3.0,0.0
22512,13.0,5.0,1.0,27,120,Piráti,22,3.0,0.0
22513,11.0,5.0,2.0,27,120,SPD,22,4.0,0.0
22514,6.0,1.0,2.0,27,120,ČSSD,15,6.0,0.0
22515,0.0,10.0,1.0,27,120,KSČM,15,4.0,0.0
22516,5.0,2.0,2.0,27,120,KDU-ČSL,10,1.0,0.0
22517,3.0,0.0,1.0,27,120,TOP09,7,3.0,0.0
22518,4.0,0.0,1.0,27,120,STAN,6,1.0,0.0
22520,44.0,4.0,9.0,27,121,ANO,78,21.0,0.0
22521,16.0,1.0,5.0,27,121,ODS,25,3.0,0.0
22522,19.0,0.0,0.0,27,121,Piráti,22,3.0,0.0
22523,15.0,1.0,2.0,27,121,SPD,22,4.0,0.0
22524,6.0,3.0,0.0,27,121,ČSSD,15,6.0,0.0
22525,7.0,2.0,2.0,27,121,KSČM,15,4.0,0.0
22526,3.0,3.0,3.0,27,121,KDU-ČSL,10,1.0,0.0
22527,3.0,1.0,0.0,27,121,TOP09,7,3.0,0.0
22528,3.0,1.0,1.0,27,121,STAN,6,1.0,0.0
22530,49.0,4.0,5.0,27,122,ANO,78,20.0,0.0
22531,18.0,0.0,4.0,27,122,ODS,25,3.0,0.0
22532,19.0,0.0,0.0,27,122,Piráti,22,3.0,0.0
22533,14.0,2.0,2.0,27,122,SPD,22,4.0,0.0
22534,7.0,2.0,0.0,27,122,ČSSD,15,6.0,0.0
22535,10.0,0.0,1.0,27,122,KSČM,15,4.0,0.0
22536,5.0,1.0,3.0,27,122,KDU-ČSL,10,1.0,0.0
22537,4.0,0.0,0.0,27,122,TOP09,7,3.0,0.0
22538,5.0,0.0,0.0,27,122,STAN,6,1.0,0.0
22540,48.0,6.0,4.0,27,123,ANO,78,20.0,0.0
22541,17.0,1.0,4.0,27,123,ODS,25,3.0,0.0
22542,16.0,2.0,1.0,27,123,Piráti,22,3.0,0.0
22543,13.0,3.0,2.0,27,123,SPD,22,4.0,0.0
22544,6.0,3.0,0.0,27,123,ČSSD,15,6.0,0.0
22545,9.0,1.0,2.0,27,123,KSČM,15,3.0,0.0
22546,5.0,2.0,1.0,27,123,KDU-ČSL,10,2.0,0.0
22547,3.0,1.0,0.0,27,123,TOP09,7,3.0,0.0
22548,3.0,2.0,0.0,27,123,STAN,6,1.0,0.0
22550,46.0,8.0,4.0,27,124,ANO,78,20.0,0.0
22551,20.0,0.0,2.0,27,124,ODS,25,3.0,0.0
22552,18.0,1.0,0.0,27,124,Piráti,22,3.0,0.0
22553,13.0,2.0,2.0,27,124,SPD,22,5.0,0.0
22554,6.0,3.0,0.0,27,124,ČSSD,15,6.0,0.0
22555,8.0,2.0,2.0,27,124,KSČM,15,3.0,0.0
22556,4.0,3.0,1.0,27,124,KDU-ČSL,10,2.0,0.0
22557,3.0,1.0,0.0,27,124,TOP09,7,3.0,0.0
22558,3.0,2.0,0.0,27,124,STAN,6,1.0,0.0
22560,46.0,8.0,5.0,27,125,ANO,78,19.0,0.0
22561,18.0,2.0,2.0,27,125,ODS,25,3.0,0.0
22562,19.0,0.0,0.0,27,125,Piráti,22,3.0,0.0
22563,11.0,4.0,2.0,27,125,SPD,22,5.0,0.0
22564,7.0,2.0,0.0,27,125,ČSSD,15,6.0,0.0
22565,9.0,1.0,2.0,27,125,KSČM,15,3.0,0.0
22566,4.0,3.0,1.0,27,125,KDU-ČSL,10,2.0,0.0
22567,4.0,0.0,0.0,27,125,TOP09,7,3.0,0.0
22568,3.0,2.0,0.0,27,125,STAN,6,1.0,0.0
22570,44.0,10.0,3.0,27,126,ANO,78,20.0,1.0
22571,0.0,3.0,2.0,27,126,ODS,25,3.0,17.0
22572,0.0,6.0,1.0,27,126,Piráti,22,3.0,12.0
22573,0.0,3.0,3.0,27,126,SPD,22,4.0,12.0
22574,6.0,3.0,0.0,27,126,ČSSD,15,6.0,0.0
22575,10.0,0.0,2.0,27,126,KSČM,15,3.0,0.0
22576,2.0,5.0,1.0,27,126,KDU-ČSL,10,2.0,0.0
22577,2.0,2.0,0.0,27,126,TOP09,7,3.0,0.0
22578,3.0,2.0,0.0,27,126,STAN,6,1.0,0.0
22580,44.0,12.0,2.0,27,127,ANO,78,20.0,0.0
22581,4.0,10.0,2.0,27,127,ODS,25,3.0,6.0
22582,18.0,0.0,1.0,27,127,Piráti,22,3.0,0.0
22583,13.0,4.0,1.0,27,127,SPD,22,4.0,0.0
22584,6.0,3.0,0.0,27,127,ČSSD,15,6.0,0.0
22585,10.0,0.0,2.0,27,127,KSČM,15,3.0,0.0
22586,3.0,4.0,1.0,27,127,KDU-ČSL,10,2.0,0.0
22587,2.0,2.0,0.0,27,127,TOP09,7,3.0,0.0
22588,3.0,2.0,0.0,27,127,STAN,6,1.0,0.0
22590,45.0,0.0,14.0,27,128,ANO,78,19.0,0.0
22591,19.0,1.0,2.0,27,128,ODS,25,3.0,0.0
22592,18.0,0.0,1.0,27,128,Piráti,22,3.0,0.0
22593,14.0,0.0,4.0,27,128,SPD,22,4.0,0.0
22594,7.0,0.0,2.0,27,128,ČSSD,15,6.0,0.0
22595,11.0,0.0,1.0,27,128,KSČM,15,3.0,0.0
22596,4.0,1.0,2.0,27,128,KDU-ČSL,10,3.0,0.0
22597,3.0,0.0,0.0,27,128,TOP09,7,4.0,0.0
22598,3.0,0.0,2.0,27,128,STAN,6,1.0,0.0
22600,44.0,0.0,15.0,27,129,ANO,78,19.0,0.0
22601,18.0,0.0,4.0,27,129,ODS,25,3.0,0.0
22602,17.0,0.0,2.0,27,129,Piráti,22,3.0,0.0
22603,17.0,0.0,1.0,27,129,SPD,22,4.0,0.0
22604,4.0,0.0,5.0,27,129,ČSSD,15,6.0,0.0
22605,10.0,0.0,2.0,27,129,KSČM,15,3.0,0.0
22606,5.0,0.0,3.0,27,129,KDU-ČSL,10,2.0,0.0
22607,3.0,0.0,0.0,27,129,TOP09,7,4.0,0.0
22608,3.0,1.0,1.0,27,129,STAN,6,1.0,0.0
22610,8.0,15.0,15.0,27,130,ANO,78,19.0,21.0
22611,18.0,0.0,4.0,27,130,ODS,25,3.0,0.0
22612,17.0,0.0,2.0,27,130,Piráti,22,3.0,0.0
22613,17.0,0.0,1.0,27,130,SPD,22,4.0,0.0
22614,3.0,1.0,5.0,27,130,ČSSD,15,6.0,0.0
22615,10.0,0.0,2.0,27,130,KSČM,15,3.0,0.0
22616,5.0,0.0,3.0,27,130,KDU-ČSL,10,2.0,0.0
22617,2.0,1.0,0.0,27,130,TOP09,7,4.0,0.0
22618,4.0,0.0,1.0,27,130,STAN,6,1.0,0.0
22620,42.0,2.0,14.0,27,131,ANO,78,20.0,0.0
22621,17.0,0.0,5.0,27,131,ODS,25,3.0,0.0
22622,18.0,0.0,1.0,27,131,Piráti,22,3.0,0.0
22623,15.0,2.0,1.0,27,131,SPD,22,4.0,0.0
22624,4.0,2.0,3.0,27,131,ČSSD,15,6.0,0.0
22625,10.0,0.0,2.0,27,131,KSČM,15,3.0,0.0
22626,6.0,0.0,2.0,27,131,KDU-ČSL,10,2.0,0.0
22627,3.0,0.0,0.0,27,131,TOP09,7,4.0,0.0
22628,4.0,0.0,1.0,27,131,STAN,6,1.0,0.0
22630,3.0,17.0,14.0,27,132,ANO,78,20.0,24.0
22631,14.0,3.0,5.0,27,132,ODS,25,3.0,0.0
22632,0.0,11.0,1.0,27,132,Piráti,22,3.0,7.0
22633,14.0,3.0,1.0,27,132,SPD,22,4.0,0.0
22634,0.0,6.0,3.0,27,132,ČSSD,15,6.0,0.0
22635,8.0,2.0,2.0,27,132,KSČM,15,3.0,0.0
22636,5.0,1.0,2.0,27,132,KDU-ČSL,10,2.0,0.0
22637,3.0,0.0,0.0,27,132,TOP09,7,4.0,0.0
22638,4.0,0.0,1.0,27,132,STAN,6,1.0,0.0
22640,67.0,2.0,1.0,27,133,ANO,78,8.0,0.0
22641,22.0,0.0,1.0,27,133,ODS,25,2.0,0.0
22642,19.0,1.0,0.0,27,133,Piráti,22,2.0,0.0
22643,1.0,19.0,0.0,27,133,SPD,22,2.0,0.0
22644,10.0,0.0,1.0,27,133,ČSSD,15,4.0,0.0
22645,15.0,0.0,0.0,27,133,KSČM,15,0.0,0.0
22646,0.0,7.0,1.0,27,133,KDU-ČSL,10,1.0,1.0
22647,2.0,2.0,0.0,27,133,TOP09,7,3.0,0.0
22648,5.0,0.0,0.0,27,133,STAN,6,1.0,0.0
22650,68.0,1.0,1.0,27,134,ANO,78,8.0,0.0
22651,21.0,1.0,1.0,27,134,ODS,25,2.0,0.0
22652,2.0,18.0,0.0,27,134,Piráti,22,2.0,0.0
22653,1.0,19.0,0.0,27,134,SPD,22,2.0,0.0
22654,10.0,0.0,1.0,27,134,ČSSD,15,4.0,0.0
22655,15.0,0.0,0.0,27,134,KSČM,15,0.0,0.0
22656,0.0,8.0,1.0,27,134,KDU-ČSL,10,1.0,0.0
22657,1.0,3.0,0.0,27,134,TOP09,7,3.0,0.0
22658,5.0,0.0,0.0,27,134,STAN,6,1.0,0.0
22660,69.0,0.0,1.0,27,135,ANO,78,8.0,0.0
22661,20.0,2.0,1.0,27,135,ODS,25,2.0,0.0
22662,20.0,0.0,0.0,27,135,Piráti,22,2.0,0.0
22663,19.0,1.0,0.0,27,135,SPD,22,2.0,0.0
22664,10.0,0.0,1.0,27,135,ČSSD,15,4.0,0.0
22665,15.0,0.0,0.0,27,135,KSČM,15,0.0,0.0
22666,8.0,0.0,1.0,27,135,KDU-ČSL,10,1.0,0.0
22667,4.0,0.0,0.0,27,135,TOP09,7,3.0,0.0
22668,5.0,0.0,0.0,27,135,STAN,6,1.0,0.0
22670,0.0,69.0,1.0,27,136,ANO,78,8.0,0.0
22671,21.0,1.0,1.0,27,136,ODS,25,2.0,0.0
22672,20.0,0.0,0.0,27,136,Piráti,22,2.0,0.0
22673,0.0,20.0,0.0,27,136,SPD,22,2.0,0.0
22674,0.0,9.0,2.0,27,136,ČSSD,15,4.0,0.0
22675,0.0,15.0,0.0,27,136,KSČM,15,0.0,0.0
22676,8.0,1.0,0.0,27,136,KDU-ČSL,10,1.0,0.0
22677,4.0,0.0,0.0,27,136,TOP09,7,3.0,0.0
22678,5.0,0.0,0.0,27,136,STAN,6,1.0,0.0
22680,0.0,69.0,1.0,27,137,ANO,78,8.0,0.0
22681,21.0,1.0,1.0,27,137,ODS,25,2.0,0.0
22682,20.0,0.0,0.0,27,137,Piráti,22,2.0,0.0
22683,0.0,20.0,0.0,27,137,SPD,22,2.0,0.0
22684,3.0,7.0,1.0,27,137,ČSSD,15,4.0,0.0
22685,0.0,15.0,0.0,27,137,KSČM,15,0.0,0.0
22686,8.0,1.0,0.0,27,137,KDU-ČSL,10,1.0,0.0
22687,4.0,0.0,0.0,27,137,TOP09,7,3.0,0.0
22688,5.0,0.0,0.0,27,137,STAN,6,1.0,0.0
22690,0.0,20.0,1.0,27,138,ANO,78,8.0,49.0
22691,20.0,2.0,1.0,27,138,ODS,25,2.0,0.0
22692,9.0,10.0,1.0,27,138,Piráti,22,2.0,0.0
22693,0.0,20.0,0.0,27,138,SPD,22,2.0,0.0
22694,0.0,5.0,1.0,27,138,ČSSD,15,4.0,5.0
22695,0.0,13.0,1.0,27,138,KSČM,15,0.0,1.0
22696,9.0,0.0,0.0,27,138,KDU-ČSL,10,1.0,0.0
22697,4.0,0.0,0.0,27,138,TOP09,7,3.0,0.0
22698,4.0,1.0,0.0,27,138,STAN,6,1.0,0.0
22700,0.0,45.0,1.0,27,139,ANO,78,7.0,25.0
22701,11.0,12.0,0.0,27,139,ODS,25,2.0,0.0
22702,0.0,1.0,0.0,27,139,Piráti,22,2.0,19.0
22703,17.0,2.0,0.0,27,139,SPD,22,3.0,0.0
22704,1.0,6.0,0.0,27,139,ČSSD,15,4.0,4.0
22705,14.0,0.0,1.0,27,139,KSČM,15,0.0,0.0
22706,0.0,2.0,0.0,27,139,KDU-ČSL,10,1.0,7.0
22707,0.0,0.0,0.0,27,139,TOP09,7,3.0,4.0
22708,0.0,1.0,0.0,27,139,STAN,6,1.0,4.0
22710,0.0,70.0,1.0,27,140,ANO,78,7.0,0.0
22711,12.0,11.0,0.0,27,140,ODS,25,2.0,0.0
22712,0.0,6.0,0.0,27,140,Piráti,22,2.0,14.0
22713,14.0,5.0,0.0,27,140,SPD,22,3.0,0.0
22714,2.0,6.0,0.0,27,140,ČSSD,15,4.0,3.0
22715,8.0,6.0,1.0,27,140,KSČM,15,0.0,0.0
22716,4.0,4.0,0.0,27,140,KDU-ČSL,10,1.0,1.0
22717,0.0,3.0,0.0,27,140,TOP09,7,3.0,1.0
22718,1.0,3.0,0.0,27,140,STAN,6,1.0,1.0
22720,0.0,23.0,2.0,27,141,ANO,78,7.0,46.0
22721,22.0,0.0,1.0,27,141,ODS,25,2.0,0.0
22722,0.0,0.0,0.0,27,141,Piráti,22,2.0,20.0
22723,18.0,0.0,1.0,27,141,SPD,22,3.0,0.0
22724,2.0,4.0,1.0,27,141,ČSSD,15,4.0,4.0
22725,14.0,0.0,1.0,27,141,KSČM,15,0.0,0.0
22726,6.0,2.0,1.0,27,141,KDU-ČSL,10,1.0,0.0
22727,0.0,0.0,0.0,27,141,TOP09,7,3.0,4.0
22728,0.0,0.0,1.0,27,141,STAN,6,1.0,4.0
22730,0.0,11.0,2.0,27,142,ANO,78,7.0,58.0
22731,3.0,19.0,1.0,27,142,ODS,25,2.0,0.0
22732,0.0,0.0,0.0,27,142,Piráti,22,2.0,20.0
22733,18.0,0.0,1.0,27,142,SPD,22,3.0,0.0
22734,1.0,5.0,1.0,27,142,ČSSD,15,4.0,4.0
22735,14.0,0.0,1.0,27,142,KSČM,15,0.0,0.0
22736,0.0,0.0,1.0,27,142,KDU-ČSL,10,1.0,8.0
22737,0.0,0.0,0.0,27,142,TOP09,7,3.0,4.0
22738,0.0,0.0,1.0,27,142,STAN,6,1.0,4.0
22740,70.0,0.0,1.0,27,143,ANO,78,7.0,0.0
22741,21.0,1.0,1.0,27,143,ODS,25,2.0,0.0
22742,20.0,0.0,0.0,27,143,Piráti,22,2.0,0.0
22743,18.0,0.0,1.0,27,143,SPD,22,3.0,0.0
22744,9.0,0.0,1.0,27,143,ČSSD,15,4.0,1.0
22745,12.0,2.0,1.0,27,143,KSČM,15,0.0,0.0
22746,8.0,0.0,1.0,27,143,KDU-ČSL,10,1.0,0.0
22747,4.0,0.0,0.0,27,143,TOP09,7,3.0,0.0
22748,4.0,0.0,1.0,27,143,STAN,6,1.0,0.0
22750,3.0,26.0,1.0,27,144,ANO,78,7.0,41.0
22751,23.0,0.0,0.0,27,144,ODS,25,2.0,0.0
22752,0.0,1.0,0.0,27,144,Piráti,22,2.0,19.0
22753,19.0,0.0,0.0,27,144,SPD,22,3.0,0.0
22754,0.0,3.0,1.0,27,144,ČSSD,15,4.0,7.0
22755,11.0,3.0,1.0,27,144,KSČM,15,0.0,0.0
22756,7.0,1.0,1.0,27,144,KDU-ČSL,10,1.0,0.0
22757,4.0,0.0,0.0,27,144,TOP09,7,3.0,0.0
22758,4.0,0.0,1.0,27,144,STAN,6,1.0,0.0
22760,66.0,4.0,1.0,27,145,ANO,78,7.0,0.0
22761,22.0,1.0,0.0,27,145,ODS,25,2.0,0.0
22762,20.0,0.0,0.0,27,145,Piráti,22,2.0,0.0
22763,19.0,0.0,0.0,27,145,SPD,22,3.0,0.0
22764,10.0,0.0,1.0,27,145,ČSSD,15,4.0,0.0
22765,2.0,10.0,1.0,27,145,KSČM,15,0.0,2.0
22766,8.0,0.0,1.0,27,145,KDU-ČSL,10,1.0,0.0
22767,4.0,0.0,0.0,27,145,TOP09,7,3.0,0.0
22768,4.0,0.0,1.0,27,145,STAN,6,1.0,0.0
22770,70.0,0.0,1.0,27,146,ANO,78,7.0,0.0
22771,22.0,1.0,0.0,27,146,ODS,25,2.0,0.0
22772,20.0,0.0,0.0,27,146,Piráti,22,2.0,0.0
22773,19.0,0.0,0.0,27,146,SPD,22,3.0,0.0
22774,10.0,0.0,1.0,27,146,ČSSD,15,4.0,0.0
22775,14.0,0.0,1.0,27,146,KSČM,15,0.0,0.0
22776,8.0,0.0,1.0,27,146,KDU-ČSL,10,1.0,0.0
22777,4.0,0.0,0.0,27,146,TOP09,7,3.0,0.0
22778,4.0,0.0,1.0,27,146,STAN,6,1.0,0.0
22780,70.0,0.0,1.0,27,147,ANO,78,7.0,0.0
22781,23.0,0.0,0.0,27,147,ODS,25,2.0,0.0
22782,0.0,0.0,0.0,27,147,Piráti,22,2.0,20.0
22783,19.0,0.0,0.0,27,147,SPD,22,3.0,0.0
22784,9.0,1.0,1.0,27,147,ČSSD,15,4.0,0.0
22785,14.0,0.0,1.0,27,147,KSČM,15,0.0,0.0
22786,8.0,0.0,1.0,27,147,KDU-ČSL,10,1.0,0.0
22787,0.0,4.0,0.0,27,147,TOP09,7,3.0,0.0
22788,4.0,0.0,1.0,27,147,STAN,6,1.0,0.0
22790,0.0,7.0,1.0,27,148,ANO,78,7.0,63.0
22791,0.0,0.0,0.0,27,148,ODS,25,2.0,23.0
22792,20.0,0.0,0.0,27,148,Piráti,22,2.0,0.0
22793,0.0,19.0,0.0,27,148,SPD,22,3.0,0.0
22794,0.0,3.0,1.0,27,148,ČSSD,15,4.0,7.0
22795,0.0,1.0,1.0,27,148,KSČM,15,0.0,13.0
22796,0.0,1.0,1.0,27,148,KDU-ČSL,10,1.0,7.0
22797,4.0,0.0,0.0,27,148,TOP09,7,3.0,0.0
22798,1.0,3.0,1.0,27,148,STAN,6,1.0,0.0
22800,1.0,64.0,1.0,27,149,ANO,78,7.0,5.0
22801,0.0,0.0,0.0,27,149,ODS,25,2.0,23.0
22802,1.0,0.0,0.0,27,149,Piráti,22,2.0,19.0
22803,0.0,20.0,0.0,27,149,SPD,22,2.0,0.0
22804,0.0,6.0,1.0,27,149,ČSSD,15,4.0,4.0
22805,0.0,14.0,1.0,27,149,KSČM,15,0.0,0.0
22806,0.0,3.0,1.0,27,149,KDU-ČSL,10,1.0,5.0
22807,0.0,4.0,0.0,27,149,TOP09,7,3.0,0.0
22808,0.0,2.0,0.0,27,149,STAN,6,1.0,3.0
22810,4.0,9.0,1.0,27,150,ANO,78,7.0,57.0
22811,23.0,0.0,0.0,27,150,ODS,25,2.0,0.0
22812,0.0,0.0,0.0,27,150,Piráti,22,2.0,20.0
22813,19.0,1.0,0.0,27,150,SPD,22,2.0,0.0
22814,0.0,2.0,1.0,27,150,ČSSD,15,4.0,8.0
22815,6.0,8.0,1.0,27,150,KSČM,15,0.0,0.0
22816,7.0,1.0,1.0,27,150,KDU-ČSL,10,1.0,0.0
22817,0.0,0.0,0.0,27,150,TOP09,7,3.0,4.0
22818,0.0,0.0,0.0,27,150,STAN,6,1.0,5.0
22820,69.0,1.0,1.0,27,151,ANO,78,7.0,0.0
22821,23.0,0.0,0.0,27,151,ODS,25,2.0,0.0
22822,20.0,0.0,0.0,27,151,Piráti,22,2.0,0.0
22823,18.0,2.0,0.0,27,151,SPD,22,2.0,0.0
22824,10.0,0.0,1.0,27,151,ČSSD,15,4.0,0.0
22825,3.0,11.0,1.0,27,151,KSČM,15,0.0,0.0
22826,8.0,0.0,1.0,27,151,KDU-ČSL,10,1.0,0.0
22827,4.0,0.0,0.0,27,151,TOP09,7,3.0,0.0
22828,5.0,0.0,0.0,27,151,STAN,6,1.0,0.0
22830,3.0,67.0,1.0,27,152,ANO,78,7.0,0.0
22831,23.0,0.0,0.0,27,152,ODS,25,2.0,0.0
22832,0.0,10.0,0.0,27,152,Piráti,22,2.0,10.0
22833,19.0,1.0,0.0,27,152,SPD,22,2.0,0.0
22834,4.0,3.0,1.0,27,152,ČSSD,15,4.0,3.0
22835,12.0,2.0,1.0,27,152,KSČM,15,0.0,0.0
22836,8.0,0.0,1.0,27,152,KDU-ČSL,10,1.0,0.0
22837,0.0,4.0,0.0,27,152,TOP09,7,3.0,0.0
22838,1.0,4.0,0.0,27,152,STAN,6,1.0,0.0
22840,68.0,2.0,1.0,27,153,ANO,78,7.0,0.0
22841,23.0,0.0,0.0,27,153,ODS,25,2.0,0.0
22842,0.0,20.0,0.0,27,153,Piráti,22,2.0,0.0
22843,19.0,1.0,0.0,27,153,SPD,22,2.0,0.0
22844,2.0,4.0,1.0,27,153,ČSSD,15,4.0,4.0
22845,12.0,2.0,1.0,27,153,KSČM,15,0.0,0.0
22846,8.0,0.0,1.0,27,153,KDU-ČSL,10,1.0,0.0
22847,0.0,4.0,0.0,27,153,TOP09,7,3.0,0.0
22848,0.0,5.0,0.0,27,153,STAN,6,1.0,0.0
22850,12.0,27.0,1.0,27,154,ANO,78,7.0,31.0
22851,23.0,0.0,0.0,27,154,ODS,25,2.0,0.0
22852,0.0,0.0,0.0,27,154,Piráti,22,2.0,20.0
22853,20.0,0.0,0.0,27,154,SPD,22,2.0,0.0
22854,0.0,1.0,1.0,27,154,ČSSD,15,4.0,9.0
22855,9.0,5.0,1.0,27,154,KSČM,15,0.0,0.0
22856,7.0,1.0,1.0,27,154,KDU-ČSL,10,1.0,0.0
22857,0.0,0.0,0.0,27,154,TOP09,7,3.0,4.0
22858,0.0,1.0,0.0,27,154,STAN,6,1.0,4.0
22860,10.0,21.0,1.0,27,155,ANO,78,7.0,39.0
22861,23.0,0.0,0.0,27,155,ODS,25,2.0,0.0
22862,0.0,0.0,0.0,27,155,Piráti,22,2.0,20.0
22863,20.0,0.0,0.0,27,155,SPD,22,2.0,0.0
22864,0.0,1.0,1.0,27,155,ČSSD,15,4.0,9.0
22865,12.0,2.0,1.0,27,155,KSČM,15,0.0,0.0
22866,7.0,1.0,1.0,27,155,KDU-ČSL,10,1.0,0.0
22867,0.0,0.0,0.0,27,155,TOP09,7,3.0,4.0
22868,0.0,1.0,0.0,27,155,STAN,6,1.0,4.0
22870,1.0,8.0,1.0,27,156,ANO,78,7.0,61.0
22871,23.0,0.0,0.0,27,156,ODS,25,2.0,0.0
22872,0.0,0.0,0.0,27,156,Piráti,22,2.0,20.0
22873,20.0,0.0,0.0,27,156,SPD,22,2.0,0.0
22874,0.0,0.0,1.0,27,156,ČSSD,15,4.0,10.0
22875,10.0,4.0,1.0,27,156,KSČM,15,0.0,0.0
22876,7.0,1.0,1.0,27,156,KDU-ČSL,10,1.0,0.0
22877,0.0,0.0,0.0,27,156,TOP09,7,3.0,4.0
22878,0.0,1.0,0.0,27,156,STAN,6,1.0,4.0
22880,3.0,64.0,1.0,27,157,ANO,78,7.0,3.0
22881,23.0,0.0,0.0,27,157,ODS,25,2.0,0.0
22882,0.0,0.0,0.0,27,157,Piráti,22,2.0,20.0
22883,20.0,0.0,0.0,27,157,SPD,22,2.0,0.0
22884,1.0,5.0,1.0,27,157,ČSSD,15,4.0,4.0
22885,12.0,2.0,1.0,27,157,KSČM,15,0.0,0.0
22886,7.0,0.0,2.0,27,157,KDU-ČSL,10,1.0,0.0
22887,0.0,3.0,0.0,27,157,TOP09,7,3.0,1.0
22888,3.0,2.0,0.0,27,157,STAN,6,1.0,0.0
22890,0.0,67.0,1.0,27,158,ANO,78,7.0,3.0
22891,23.0,0.0,0.0,27,158,ODS,25,2.0,0.0
22892,0.0,0.0,0.0,27,158,Piráti,22,2.0,20.0
22893,20.0,0.0,0.0,27,158,SPD,22,2.0,0.0
22894,0.0,6.0,1.0,27,158,ČSSD,15,4.0,4.0
22895,12.0,2.0,1.0,27,158,KSČM,15,0.0,0.0
22896,0.0,7.0,1.0,27,158,KDU-ČSL,10,1.0,1.0
22897,0.0,0.0,0.0,27,158,TOP09,7,3.0,4.0
22898,0.0,2.0,0.0,27,158,STAN,6,1.0,3.0
22900,1.0,25.0,1.0,27,159,ANO,78,7.0,44.0
22901,23.0,0.0,0.0,27,159,ODS,25,2.0,0.0
22902,0.0,0.0,0.0,27,159,Piráti,22,2.0,20.0
22903,20.0,0.0,0.0,27,159,SPD,22,2.0,0.0
22904,0.0,5.0,1.0,27,159,ČSSD,15,4.0,5.0
22905,0.0,13.0,1.0,27,159,KSČM,15,0.0,1.0
22906,0.0,4.0,1.0,27,159,KDU-ČSL,10,1.0,4.0
22907,0.0,0.0,0.0,27,159,TOP09,7,3.0,4.0
22908,0.0,0.0,0.0,27,159,STAN,6,1.0,5.0
22910,2.0,40.0,1.0,27,160,ANO,78,7.0,28.0
22911,23.0,0.0,0.0,27,160,ODS,25,2.0,0.0
22912,0.0,0.0,0.0,27,160,Piráti,22,2.0,20.0
22913,20.0,0.0,0.0,27,160,SPD,22,2.0,0.0
22914,0.0,7.0,1.0,27,160,ČSSD,15,4.0,3.0
22915,12.0,3.0,0.0,27,160,KSČM,15,0.0,0.0
22916,1.0,5.0,1.0,27,160,KDU-ČSL,10,1.0,2.0
22917,0.0,0.0,0.0,27,160,TOP09,7,3.0,4.0
22918,0.0,1.0,0.0,27,160,STAN,6,1.0,4.0
22920,2.0,65.0,1.0,27,161,ANO,78,7.0,3.0
22921,23.0,0.0,0.0,27,161,ODS,25,2.0,0.0
22922,0.0,1.0,0.0,27,161,Piráti,22,2.0,19.0
22923,20.0,0.0,0.0,27,161,SPD,22,2.0,0.0
22924,0.0,1.0,1.0,27,161,ČSSD,15,4.0,9.0
22925,12.0,3.0,0.0,27,161,KSČM,15,0.0,0.0
22926,0.0,5.0,1.0,27,161,KDU-ČSL,10,1.0,3.0
22927,0.0,0.0,0.0,27,161,TOP09,7,3.0,4.0
22928,1.0,1.0,0.0,27,161,STAN,6,1.0,3.0
22930,4.0,32.0,1.0,27,162,ANO,78,7.0,34.0
22931,23.0,0.0,0.0,27,162,ODS,25,2.0,0.0
22932,0.0,20.0,0.0,27,162,Piráti,22,2.0,0.0
22933,20.0,0.0,0.0,27,162,SPD,22,2.0,0.0
22934,0.0,7.0,1.0,27,162,ČSSD,15,4.0,3.0
22935,10.0,5.0,0.0,27,162,KSČM,15,0.0,0.0
22936,0.0,9.0,0.0,27,162,KDU-ČSL,10,1.0,0.0
22937,4.0,0.0,0.0,27,162,TOP09,7,3.0,0.0
22938,0.0,3.0,0.0,27,162,STAN,6,1.0,2.0
22940,0.0,27.0,1.0,27,163,ANO,78,7.0,43.0
22941,23.0,0.0,0.0,27,163,ODS,25,2.0,0.0
22942,0.0,0.0,0.0,27,163,Piráti,22,2.0,20.0
22943,20.0,0.0,0.0,27,163,SPD,22,2.0,0.0
22944,0.0,6.0,1.0,27,163,ČSSD,15,4.0,4.0
22945,12.0,3.0,0.0,27,163,KSČM,15,0.0,0.0
22946,0.0,9.0,0.0,27,163,KDU-ČSL,10,1.0,0.0
22947,0.0,0.0,0.0,27,163,TOP09,7,3.0,4.0
22948,0.0,2.0,0.0,27,163,STAN,6,1.0,3.0
22950,0.0,33.0,1.0,27,164,ANO,78,7.0,37.0
22951,22.0,1.0,0.0,27,164,ODS,25,2.0,0.0
22952,0.0,0.0,0.0,27,164,Piráti,22,2.0,20.0
22953,19.0,1.0,0.0,27,164,SPD,22,2.0,0.0
22954,3.0,6.0,0.0,27,164,ČSSD,15,4.0,2.0
22955,13.0,2.0,0.0,27,164,KSČM,15,0.0,0.0
